,date,name,tweet
5469,2020-05-28,<realDonaldTrump>," this will be a big day for social media and fairness!
"
5470,2020-05-28,<realDonaldTrump>,"  whatever happen to john huber?
"
5471,2020-05-28,<realDonaldTrump>," the greatest political crime in usa history!
"
5472,2020-05-28,<realDonaldTrump>," yet she doesn’t let people even breath in michigan. a very bad double standard!
"
5473,2020-05-28,<realDonaldTrump>, trump on russia hoax: ‘when the papers come out’ we will learn obama ‘knew everything’  
5474,2020-05-27,<realDonaldTrump>, texas supreme court: lack of immunity to covid-19 alone not enough to vote by mail  
5475,2020-05-27,<realDonaldTrump>," big tech is doing everything in their very considerable power to censor in advance of the 2020 election. if that happens, we no longer have our freedom. i will never let it happen! they tried hard in 2016, and lost. now they are going absolutely crazy. stay tuned!!!
"
5476,2020-05-27,<realDonaldTrump>," ""he is arguably the greatest president in our history.” thank you   "
5477,2020-05-27,<realDonaldTrump>," ....i have asked for this investigation to be expedited and greatly appreciate all of the work done by local law enforcement. my heart goes out to george’s family and friends. justice will be served!
"
5478,2020-05-27,<realDonaldTrump>," at my request, the fbi and the department of justice are already well into an investigation as to the very sad and tragic death in minnesota of george floyd....
"
5479,2020-05-27,<realDonaldTrump>," if the fisa bill is passed tonight on the house floor, i will quickly veto it. our country has just suffered through the greatest political crime in its history. the massive abuse of fisa was a big part of it!
"
5480,2020-05-27,<realDonaldTrump>," thank you to  and  for their hard work and leadership. look forward to being back with you on saturday!
"
5481,2020-05-27,<realDonaldTrump>," warrantless surveillance of americans is wrong!
"
5482,2020-05-27,<realDonaldTrump>," twitter has now shown that everything we have been saying about them (and their other compatriots) is correct. big action to follow!
"
5483,2020-05-27,<realDonaldTrump>," the radical left lamestream media, together with their partner, the do nothing democrats, are trying to spread a new narrative that president trump was slow in reacting to covid 19. wrong, i was very fast, even doing the ban on china long before anybody thought necessary!
"
5484,2020-05-27,<realDonaldTrump>," psycho joe scarborough is rattled, not only by his bad ratings but all of the things and facts that are coming out on the internet about opening a cold case. he knows what is happening!
"
5485,2020-05-27,<realDonaldTrump>," we pass 15,000,000 tests today, by far the most in the world. open safely!
"
5486,2020-05-27,<realDonaldTrump>," we are acting as a police force, not the fighting force that we are, in afghanistan. after 19 years, it is time for them to police their own country. bring our soldiers back home but closely watch what is going on and strike with a thunder like never before, if necessary!
"
5487,2020-05-27,<realDonaldTrump>," new papers make clear that the obama administration spied, in an unprecedented manner, on the trump campaign and beyond, and even on the united states senate. nobody would ever have believed that this level of illegality and corruption would be taking place in our beautiful usa!
"
5488,2020-05-27,<realDonaldTrump>," we have informed both india and china that the united states is ready, willing and able to mediate or arbitrate their now raging border dispute. thank you!
"
5489,2020-05-27,<realDonaldTrump>," ....happen again. just like we can’t let large scale mail-in ballots take root in our country. it would be a free for all on cheating, forgery and the theft of ballots. whoever cheated the most would win. likewise, social media. clean up your act, now!!!!
"
5490,2020-05-27,<realDonaldTrump>," republicans feel that social media platforms totally silence conservatives voices. we will strongly regulate, or close them down, before we can ever allow this to happen. we saw what they attempted to do, and failed, in 2016. we can’t let a more sophisticated version of that....
"
5491,2020-05-26,<realDonaldTrump>, former cbs reporter one of the first ‘to identify myself as a target of illegal spying under obama admin’  
5492,2020-05-26,<realDonaldTrump>," congratulations to author nick adams on the  publication of your new book, “trump and churchill, defenders of western civilization”. certainly a great honor to be compared, in any way, to winston churchill.  "
5493,2020-05-26,<realDonaldTrump>," the failing  winner of  for its totally flawed coverage of the illegal russia witch hunt, does its research as follows: think of the absolute worst things you can say about donald j. trump, pretend there are sources, and just say it. return the pulitzers!
"
5494,2020-05-26,<realDonaldTrump>," great news: the boring but very nasty magazine, the atlantic, is rapidly failing, going down the tubes, and has just been forced to announce it is laying off at least 20% of its staff in order to limp into the future. this is a tough time to be in the fake news business!
"
5495,2020-05-26,<realDonaldTrump>," ....twitter is completely stifling free speech, and i, as president, will not allow it to happen!
"
5496,2020-05-26,<realDonaldTrump>," . is now interfering in the 2020 presidential election. they are saying my statement on mail-in ballots, which will lead to massive corruption and fraud, is incorrect, based on fact-checking by fake news cnn and the amazon washington post....
"
5497,2020-05-26,<realDonaldTrump>," i hope all republican house members vote no on fisa until such time as our country is able to determine how and why the greatest political, criminal, and subversive scandal in usa history took place!
"
5498,2020-05-26,<realDonaldTrump>," ....a total double standard. the only thing the dems have going for them is their very close relationship with the fake news lamestream media!
"
5499,2020-05-26,<realDonaldTrump>," didn’t obama, whose administration has now been caught cold illegally spying on the trump campaign, recently also get caught playing golf on a course in virginia, despite his wife michelle urging people to stay home, before and after his round, in a major public service message?
"
5500,2020-05-26,<realDonaldTrump>, how brilliant are our farmers? thank you  real talent! #maga  
5501,2020-05-26,<realDonaldTrump>," ....one person lost to this invisible virus is too much, it should have been stopped at its source, china, but i acted very quickly, and made the right decisions. many of the current political complainers thought, at the time, that i was moving far to fast, like crazy nancy!
"
5502,2020-05-26,<realDonaldTrump>," for all of the political hacks out there, if i hadn’t done my job well, &amp; early, we would have lost 1 1/2 to 2 million people, as opposed to the 100,000 plus that looks like will be the number. that’s 15 to 20 times more than we will lose. i shut down entry from china very early!
"
5503,2020-05-26,<realDonaldTrump>," we made most governors look very good, even great, by getting them the ventilators, unlimited testing, and supplies, all of which they should have had in their own stockpiles. so they look great, and i just keep rolling along, doing great things and getting fake lamestream news!
"
5504,2020-05-26,<realDonaldTrump>," stock market up big, dow crosses 25,000. s&amp;p 500 over 3000. states should open up asap. the transition to greatness has started, ahead of schedule. there will be ups and downs, but next year will be one of the best ever!
"
5505,2020-05-26,<realDonaldTrump>," ....about whether or not joe could have done such a horrible thing? maybe or maybe not, but i find joe to be a total nut job, and i knew him well, far better than most. so many unanswered &amp; obvious questions, but i won’t bring them up now! law enforcement eventually will?
"
5506,2020-05-26,<realDonaldTrump>," the opening of a cold case against psycho joe scarborough was not a donald trump original thought, this has been going on for years, long before i joined the chorus. in 2016 when joe &amp; his wacky future ex-wife, mika, would endlessly interview me, i would always be thinking....
"
5507,2020-05-26,<realDonaldTrump>," sean parnell is an american hero. conor lamb has proven to be an american fraud, and a puppet for crazy nancy pelosi. he said he would not vote for her for speaker, and did. will kill 2a. voted to impeach (on nothing). a total &amp; complete sean parnell endorsement!
"
5508,2020-05-26,<realDonaldTrump>," ....living in the state, no matter who they are or how they got there, will get one. that will be followed up with professionals telling all of these people, many of whom have never even thought of voting before, how, and for whom, to vote. this will be a rigged election. no way!
"
5509,2020-05-26,<realDonaldTrump>," there is no way (zero!) that mail-in ballots will be anything less than substantially fraudulent. mail boxes will be robbed, ballots will be forged &amp; even illegally printed out &amp; fraudulently signed. the governor of california is sending ballots to millions of people, anyone.....
"
5510,2020-05-26,<realDonaldTrump>," joe biden’s handling of the h1n1 swine flu was a complete and total disaster. even polls on the matter were terrible!
"
5511,2020-05-25,<realDonaldTrump>," great reviews on our handling of covid 19, sometimes referred to as the china virus. ventilators, testing, medical supply distribution, we made a lot of governors look very good - and got no credit for so doing. most importantly, we helped a lot of great people!
"
5512,2020-05-25,<realDonaldTrump>," nobody in 50 years has been weaker on china than sleepy joe biden. he was asleep at the wheel. he gave them everything they wanted, including rip-off trade deals. i am getting it all back!
"
5513,2020-05-25,<realDonaldTrump>," sleepy joe biden (mostly his reps.) went crazy when i banned, in late january, people coming in from china. he called me “xenophobic” &amp; then went equally “nuts” when we let in 44,000 people - until he was told they were american citizens coming home. he later apologized!
"
5514,2020-05-25,<realDonaldTrump>," ....hawaii in a big, fully loaded 747, to play. what did that do to the so-called carbon footprint? he also played moments after the brutal killing by isis of a wonderful young man. totally inappropriate - and it was me who shattered 100% of the isis caliphate. i was left a mess!
"
5515,2020-05-25,<realDonaldTrump>," ....3 months and, if i waited 3 years, they would do their usual “hit” pieces anyway. they are sick with hatred and dishonesty. they are truly deranged! they don’t mention sleepy joe’s poor work ethic,  or all of the time obama spent on the golf course, often flying to....
"
5516,2020-05-25,<realDonaldTrump>," some stories about the fact that in order to get outside and perhaps, even a little exercise, i played golf over the weekend. the fake &amp; totally corrupt news makes it sound like a mortal sin - i knew this would happen! what they don’t say is that it was my first golf in almost...
"
5517,2020-05-25,<realDonaldTrump>," transition to greatness! get ready, it is already happening again!
"
5518,2020-05-25,<realDonaldTrump>," ...to find, with all of the jobs and economic development it brings, another republican national convention site. this is not something i want to do. thank you, and i love the people of north carolina!
"
5519,2020-05-25,<realDonaldTrump>," ...made by many thousands of enthusiastic republicans, and others, to head to beautiful north carolina in august. they must be immediately given an answer by the governor as to whether or not the space will be allowed to be fully occupied. if not, we will be reluctantly forced...
"
5520,2020-05-25,<realDonaldTrump>," ...full attendance in the arena. in other words, we would be spending  millions of dollars building the arena to a very high standard without even knowing if the democrat governor would allow the republican party to fully occupy the space. plans are being....
"
5521,2020-05-25,<realDonaldTrump>," i love the great state of north carolina, so much so that i insisted on having the republican national convention in charlotte at the end of august. unfortunately, democrat governor,  is still in shutdown mood &amp; unable to guarantee that by august we will be allowed...
"
5522,2020-05-24,<realDonaldTrump>," make america great again!
"
5523,2020-05-24,<realDonaldTrump>, schools in our country should be opened asap. much very good information now available.  
5524,2020-05-24,<realDonaldTrump>," having the g7 meeting in washington is very important for those countries, and the world!
"
5525,2020-05-24,<realDonaldTrump>," among many other very important events, meetings, and calls!
"
5526,2020-05-24,<realDonaldTrump>," i give, and have given from the beginning, my entire yearly salary, $400,000 to $450,000, back to our government. last check to hhs covid relief. my great honor!
"
5527,2020-05-24,<realDonaldTrump>," ...vacationing, relaxing &amp; making shady deals with other countries, &amp; that barack was always playing golf, doing much of his traveling in a fume spewing 747 to play golf in hawaii - once even teeing off immediately after announcing the gruesome death of a great young man by isis!
"
5528,2020-05-24,<realDonaldTrump>," sleepy joe’s representatives have just put out an ad saying that i went to play golf (exercise) today. they think i should stay in the white house at all times. what they didn’t say is that it’s the first time i’ve played golf in almost 3 months, that biden was constantly.....
"
5529,2020-05-24,<realDonaldTrump>," the democrats are trying to rig the 2020 election, plain and simple!
"
5530,2020-05-24,<realDonaldTrump>," a disgrace. total corruption!
"
5531,2020-05-24,<realDonaldTrump>," thank you. we love our boaters!
"
5532,2020-05-24,<realDonaldTrump>," be sure to watch, “witch hunt, the flynn vindication” hosted by the very knowledgeable  on  tonight at 8:00 p.m. this is yet another part of the greatest criminal hoax in american history!
"
5533,2020-05-24,<realDonaldTrump>," i always stand with leaders who weren’t afraid to stand early with me. that’s why i am supporting a true conservative,  for state treasurer of north dakota!  "
5534,2020-05-24,<realDonaldTrump>," cases, numbers and deaths are going down all over the country!
"
5535,2020-05-24,<realDonaldTrump>," a lot of interest in this story about psycho joe scarborough. so a young marathon runner just happened to faint in his office, hit her head on his desk, &amp; die? i would think there is a lot more to this story than that? an affair? what about the so-called investigator? read story!
"
5536,2020-05-24,<realDonaldTrump>," the united states cannot have all mail in ballots. it will be the greatest rigged election in history. people grab them from mailboxes, print thousands of forgeries and “force” people to sign. also, forge names. some absentee ok, when necessary. trying to use covid for this scam!
"
5537,2020-05-24,<realDonaldTrump>," “full measure with sheryl attkisson” interview on  at 10:00 a.m. sunday. enjoy!
"
5538,2020-05-24,<realDonaldTrump>, michael moore torches biden: he lacks ‘necessary enthusiasm‘ to beat trump  
5539,2020-05-23,<realDonaldTrump>," i hope all african americans will read and study this. 100% correct. sleepy joe will never get you there. he never has in the past. i will &amp; have!!!
"
5540,2020-05-23,<realDonaldTrump>," many physicians agree with you. also, some very good studies!  "
5541,2020-05-23,<realDonaldTrump>," transition to greatness!
"
5542,2020-05-23,<realDonaldTrump>," make america great again!
"
5543,2020-05-23,<realDonaldTrump>," ....price. you should drop out of the race &amp; pray that super liberal  a weak &amp; pathetic puppet for crazy nancy pelosi &amp; cryin’ chuck schumer, gets beaten badly. he voted for impeachment based on “zero”. disgraced alabama. coach  will be a great senator!
"
5544,2020-05-23,<realDonaldTrump>," jeff, you had your chance &amp; you blew it. recused yourself on day one (you never told me of a problem), and ran for the hills. you had no courage, &amp; ruined many lives. the dirty cops, &amp; others, got caught by better &amp; stronger people than you. hopefully this slime will pay a big...
"
5545,2020-05-23,<realDonaldTrump>," who are the 4%? a rino or two!
"
5546,2020-05-23,<realDonaldTrump>," sleepy joe cannot bring us to greatness. he is the reason i’m here!
"
5547,2020-05-23,<realDonaldTrump>," all things that i have gotten done, including criminal justice reform!
"
5548,2020-05-23,<realDonaldTrump>," sean parnell is a star. we need him in washington to drain the swamp!
"
5549,2020-05-22,<realDonaldTrump>," admiral ronny jackson ( is a very successful doctor and navy veteran running for congress in #tx13. strong on crime, the border and agriculture — and he loves our vets! ronny has my complete and total endorsement! vote for ronny!  "
5550,2020-05-22,<realDonaldTrump>," we need  back in congress to fight for the incredible people of georgia! she is a tremendous advocate for our military, vets, border security and the second amendment. karen has my complete and total endorsement! #ga06   "
5551,2020-05-22,<realDonaldTrump>," congressman guy reschenthaler ( is doing tremendous work for the people of pennsylvania! a navy veteran, guy strongly supports our vets, borders, and always votes to uphold the rule of law. guy has my complete and total endorsement! #pa14  "
5552,2020-05-22,<realDonaldTrump>," congressman john joyce ( is a fighter for the commonwealth of pennsylvania! john loves our vets, military and small businesses and always defends life and the second amendment. john has my complete and total endorsement! #pa13  "
5553,2020-05-22,<realDonaldTrump>," sean ( has my complete and total endorsement! #pa17
"
5554,2020-05-22,<realDonaldTrump>," congressman mike kelly ( is an incredible advocate for pennsylvania! he fights to lower your taxes, create jobs, protect our borders, and defend the second amendment. mike has my complete and total endorsement! #pa16  "
5555,2020-05-22,<realDonaldTrump>," congressman fred keller ( has been doing a phenomenal job in congress since his special election! he strongly supports our vets, small businesses, workers, and the second amendment. fred has my complete and total endorsement! #pa12  "
5556,2020-05-22,<realDonaldTrump>," congressman glenn “gt” thompson ( is a hard worker for pennsylvania! the ""dean of the delegation"", he strongly supports our incredible farmers, vets and the second amendment. “gt” has my complete and total endorsement! #pa15  "
5557,2020-05-22,<realDonaldTrump>," congressman scott perry ( is an incredible fighter for pennsylvania! he served our country as an army general and now he fights for our seniors, vets, military, and the second amendment. scott has my complete and total endorsement! #pa10  "
5558,2020-05-22,<realDonaldTrump>," congressman lloyd smucker ( is working hard for the people of pennsylvania! lloyd strongly supports the second amendment, and he’s fighting for our incredible workers, military and vets. lloyd has my complete and total endorsement! #pa11  "
5559,2020-05-22,<realDonaldTrump>," congressman dan meuser ( is a tremendous advocate for pennsylvania! dan loves our military, vets and the second amendment – a real supporter of our #maga agenda. dan has my complete and total endorsement! #pa09  "
5560,2020-05-22,<realDonaldTrump>," lisa scheller ( will fight for the incredible people of pennsylvania in congress! she strongly supports our military, vets, small businesses and the second amendment. lisa has my complete and total endorsement! #pa07  "
5561,2020-05-22,<realDonaldTrump>," david young ( is a champion for iowa! he helped us pass the trump tax cuts and he will always fight for our small businesses, military, the second amendment and our great farmers! david has my complete &amp; total endorsement! #ia03  "
5562,2020-05-22,<realDonaldTrump>," ashley hinson ( will be a tremendous advocate for the people of iowa! she will fight for our military, vets, small businesses, &amp; our incredible farmers—a true supporter of our #maga agenda! ashley has my complete and total endorsement! #ia01  "
5563,2020-05-22,<realDonaldTrump>," 3 years ago, after jeff sessions recused himself, the fraudulent mueller scam began. alabama, do not trust jeff sessions. he let our country down. that’s why i endorsed coach tommy tuberville ( the true supporter of our #maga agenda!  "
5564,2020-05-22,<realDonaldTrump>," ....beginning, was forced to apologize (fake news!) after the seriously wrong call of the 2016 election, and is now willing to write anything, even if not truthful. he laughs at his boss, publisher a.g. sulzberger, and i laugh at them all. the  is a total mess!
"
5565,2020-05-22,<realDonaldTrump>," . is to be seriously respected. he has long been considered one of the dumbest men in the world of journalism, and he became executive editor of the failing new york times. not easy to do. he has given up on “figuring trump out”. called it all wrong from the....
"
5566,2020-05-22,<realDonaldTrump>," $49.8m is on its way to  airport to aid in economic recovery. this federal funding will support aviation in the dallas area &amp; keep aviation workers on the job &amp; commerce moving at one of our important medium hub airports. proud to support our friends in dallas!
"
5567,2020-05-22,<realDonaldTrump>," i am proud to announce that the maryland aviation administration ( will receive $87.8m in cares act airport grants funding to support aviation and keep commerce moving at this important gateway to the u.s. capital region. very important for economic recovery!
"
5568,2020-05-22,<realDonaldTrump>, harris is a great american!   
5569,2020-05-22,<realDonaldTrump>, thank you! #rollingtoremember  
5570,2020-05-22,<realDonaldTrump>," why doesn’t  put up the cnbc poll or the (believe it or not!)  poll? hope roger a is looking down and watching what has happened to this once beautiful creation!
"
5571,2020-05-22,<realDonaldTrump>," . should fire their fake pollster. never had a good fox poll!
"
5572,2020-05-21,<realDonaldTrump>," do nothing a.g. of the great state of michigan, dana nessel, should not be taking her anger and stupidity out on ford motor - they might get upset with you and leave the state, like so many other companies have - until i came along and brought business back to michigan. jobs!
"
5573,2020-05-21,<realDonaldTrump>," the wacky do nothing attorney general of michigan, dana nessel, is viciously threatening ford motor company for the fact that i inspected a ventilator plant without a mask. not their fault, &amp; i did put on a mask. no wonder many auto companies left michigan, until i came along!
"
5574,2020-05-21,<realDonaldTrump>," usa will be bigger and stronger than ever before!
"
5575,2020-05-21,<realDonaldTrump>," is this even possible to believe? can this be for real? where is this nursing home, how is the victim doing?
"
5576,2020-05-21,<realDonaldTrump>," “president trump is leading joe biden (d) in the battleground state of pennsylvania 50.2 percent to 45.5 percent...this is significant, as it reflects a 4.7 percent jump from the previous survey.”  "
5577,2020-05-21,<realDonaldTrump>," 96% approval rating in the republican party. thank you!
"
5578,2020-05-21,<realDonaldTrump>," big day for justice. congratulations john!
"
5579,2020-05-21,<realDonaldTrump>," ....on monday, the flags will be at half-staff in honor of the men and women in our military who have made the ultimate sacrifice for our nation.
"
5580,2020-05-21,<realDonaldTrump>," i will be lowering the flags on all federal buildings and national monuments to half-staff over the next three days in memory of the americans we have lost to the coronavirus....
"
5581,2020-05-21,<realDonaldTrump>," another $298m heading to  adding up to over $2b in federal funding from  so far, part of the $3.9b total from the cares act. this is critical to keeping essential personnel moving and aiding metro nyc in recovery. we are here for the people of new york!
"
5582,2020-05-21,<realDonaldTrump>, doj: democrats paid pennsylvania election officials to stuff ballot box  
5583,2020-05-21,<realDonaldTrump>," ....hahn, richard goodstein, donna brazile, niel cavuto, and many others. they repeat the worst of the democrat speaking points, and lies. all of the good is totally nullified, and more. net result = bad! cnn &amp; msdnc are all in for the do nothing democrats! fox was great!
"
5584,2020-05-21,<realDonaldTrump>," many will disagree, but  is doing nothing to help republicans, and me, get re-elected on november 3rd. sure, there are some truly great people on fox, but you also have some real “garbage” littered all over the network, people like dummy juan williams, schumerite chris...
"
5585,2020-05-21,<realDonaldTrump>, just departed the  for the great state of michigan!  
5586,2020-05-20,<realDonaldTrump>," china is on a massive disinformation campaign because they are desperate to have sleepy joe biden win the presidential race so they can continue to rip-off the united states, as they have done for decades, until i came along!
"
5587,2020-05-20,<realDonaldTrump>," ....it all comes from the top. they could have easily stopped the plague, but they didn’t!
"
5588,2020-05-20,<realDonaldTrump>," spokesman speaks stupidly on behalf of china, trying desperately to deflect the pain and carnage that their country spread throughout the world. its disinformation and propaganda attack on the united states and europe is a disgrace....
"
5589,2020-05-20,<realDonaldTrump>," ....together, we built the greatest economy in history. we will do it again – better than ever before!
"
5590,2020-05-20,<realDonaldTrump>," great call with thousands of our hispanic community, business, and faith leaders today. during this national trial, we have been uplifted by the grit, determination, prayers, and patriotism of hispanic americans....
"
5591,2020-05-20,<realDonaldTrump>," michigan sends absentee ballot applications to 7.7 million people ahead of primaries and the general election. this was done illegally and without authorization by a rogue secretary of state. i will ask to hold up funding to michigan if they want to go down this voter fraud path!
"
5592,2020-05-20,<realDonaldTrump>," ....beaten sleepy joe in a landslide, every state, if these events didn’t happen. even if warren just dropped out, he would have easily won. dems did it to him with crooked hillary and now, even more so...and bernie doesn’t even complain. vote for trump on trade, better than bs!
"
5593,2020-05-20,<realDonaldTrump>," crazy bernie sanders is not a fighter. he gives up too easy! the dem establishment gets alfred e. newman (mayor pete) &amp;  to quit &amp; endorse sleepy joe before super tuesday, &amp; gets pocahontas to stay in the race, taking thousands of votes from bernie. he would have....
"
5594,2020-05-20,<realDonaldTrump>," congratulations to my daughter, tiffany, on graduating from georgetown law. great student, great school. just what i need is a lawyer in the family. proud of you tiff!
"
5595,2020-05-20,<realDonaldTrump>," the tulsa, oklahoma area has been approved for a transportation loan from the  of up to $120m to help expand highway on the gilcrease expressway west project. this will mean less congestion and faster routes to popular spots! "
5596,2020-05-20,<realDonaldTrump>," we have sent our best military &amp;  teams, already there. governor must now “set you free” to help. will be with you soon!
"
5597,2020-05-20,<realDonaldTrump>," great news for the dallas area! dallas area rapid transit (dart) will be receiving $229m in funding to keep front line workers, and the many riders that depend on transit, employed and safe. this will be critical to economic recovery!  "
5598,2020-05-20,<realDonaldTrump>," my team is closely monitoring the flooding in central michigan – stay safe and listen to local officials. our brave first responders are once again stepping up to serve their fellow citizens, thank you!
"
5599,2020-05-20,<realDonaldTrump>," now that our country is “transitioning back to greatness”, i am considering rescheduling the g-7, on the same or similar date, in washington, d.c., at the legendary camp david. the other members are also beginning their comeback. it would be a great sign to all - normalization!
"
5600,2020-05-20,<realDonaldTrump>," state of nevada “thinks” that they can send out illegal vote by mail ballots, creating a great voter fraud scenario for the state and the u.s. they can’t! if they do, “i think” i can hold up funds to the state. sorry, but you must not cheat in elections.  "
5601,2020-05-20,<realDonaldTrump>," some wacko in china just released a statement blaming everybody other than china for the virus which has now killed hundreds of thousands of people. please explain to this dope that it was the “incompetence of china”, and nothing else, that did this mass worldwide killing!
"
5602,2020-05-20,<realDonaldTrump>," ....roger stone has been treated very unfairly. how about that jury forewoman, does anybody think that was fair. disgraceful! stay tuned.   and guys like low ratings psycho joe scarborough are allowed to walk the streets? open cold case!
"
5603,2020-05-20,<realDonaldTrump>," “i said no to a deal, lou. if i would be willing to re-remember......they would recommend no jail time, &amp; i said no. this president needs to be re-elected, lou. one of the greatest presidents in my lifetime. i would never give false testimony against him.” roger stone "
5604,2020-05-19,<realDonaldTrump>," a really great woman, and what a job she is doing!
"
5605,2020-05-19,<realDonaldTrump>," the fake news knows this. thanks katie!
"
5606,2020-05-19,<realDonaldTrump>," they got caught. some very nervous criminals out there. thank you ted!
"
5607,2020-05-19,<realDonaldTrump>," thanks. sleepy joe has given you nothing, and never will!
"
5608,2020-05-19,<realDonaldTrump>, “the massive trump coronavirus supply effort that the media loves to hate”   
5609,2020-05-19,<realDonaldTrump>," i am pleased to announce that the seattle area’s  will receive over $166m in federal funds from  to help keep the transit system open &amp; operational, helping get people to work or make necessary trips. these funds help replace lost fare revenue, very important!
"
5610,2020-05-19,<realDonaldTrump>," i am proud to announce the portland area’s  will receive over $184m in federal funds to support continued operations of their transit system. this will keep workers on the job and help the economic recovery by ensuring reliable transportation!
"
5611,2020-05-19,<realDonaldTrump>," i am proud to announce the san francisco bay area will receive over $700m in federal funds to support continued operations and support workers at  intl airport and for transit on  &amp;  this money will aid in economic recovery!
"
5612,2020-05-19,<realDonaldTrump>," dc’s  system is getting over $876m, a big boost to stay open &amp; operating! the federal funds will keep workers paid &amp; buses &amp; trains running on a limited schedule as they are needed for essential trips. good news for those who rely on transit! congrats to  &amp; all!
"
5613,2020-05-19,<realDonaldTrump>," . trounces morning psycho (msdnc) in the ratings!
"
5614,2020-05-18,<realDonaldTrump>, this is the letter sent to dr. tedros of the world health organization. it is self-explanatory!  
5615,2020-05-18,<realDonaldTrump>," a fantastic new book, “american crusade” written by a great american patriot,  — is available tomorrow! hear more about it as he joins  tonight at 9:00pme and  tomorrow morning at 8:30ame. get your copy today!  "
5616,2020-05-18,<realDonaldTrump>, today we commemorate the 100th anniversary of the birth of saint john paul ii. happy birthday!  
5617,2020-05-18,<realDonaldTrump>," oil (energy) is back!!!!
"
5618,2020-05-18,<realDonaldTrump>," sleepy joe  is wrong again!
"
5619,2020-05-18,<realDonaldTrump>," so the so-called hhs whistleblower was against hydroxychloroquine. then why did he make, and sign, an emergency use authorization?  said, “he shared his concerns with a reporter.” in other words, he leaked. a dumb  hit job on a grandstanding never trumper!
"
5620,2020-05-18,<realDonaldTrump>," .....mixed about even wanting us to get out. they make a fortune $$$ by having us stay, and except at the beginning, we never really fought to win. we are more of a police force than the mighty military that we are, especially now as rebuilt. no, i am not acting impulsively!
"
5621,2020-05-18,<realDonaldTrump>," the wall street journal editorial states that it doesn’t want me to act in an “impulsive” manner in afghanistan. could somebody please explain to them that we have been there for 19 years, and while soldier counts are way down now, hardly impulsive. besides, the taliban is.....
"
5622,2020-05-18,<realDonaldTrump>," wow! the front page  headline reads, “a boost in tests, but lack of takers.” we have done a great job on ventilators, testing, and everything else. were left little by obama. over 11 million tests, and going up fast. more than all countries in the world, combined.
"
5623,2020-05-18,<realDonaldTrump>," maga crowds are bigger than ever!
"
5624,2020-05-18,<realDonaldTrump>," this love of country went all over. they hate fake news, and so do i!
"
5625,2020-05-18,<realDonaldTrump>," this picture seems like just yesterday when ronald recieved the congressional medal of honor. what a man!
"
5626,2020-05-17,<realDonaldTrump>," ....this whole whistleblower racket needs to be looked at very closely, it is causing great injustice &amp; harm. i hope you are listening   i also hope that shari redstone will take a look at her poorly performing gang. she knows how to make things right!
"
5627,2020-05-17,<realDonaldTrump>," ....spews lies.  report was incorrect, which they couldn’t care less about. fake news! i don’t know this guy, never met him, but don’t like what i see. how can a creep like this show up to work tomorrow &amp; report to  his boss, after trashing him on t.v.?....
"
5628,2020-05-17,<realDonaldTrump>," . &amp; third place anchor,  are doing everything in their power to demean our country, much to the benefit of the radical left democrats. tonight they put on yet another fake “whistleblower”, a disgruntled employee who supports dems, fabricates stories, &amp;...
"
5629,2020-05-17,<realDonaldTrump>," watch  tonight on  he covers the russia hoax and all of the other criminality that came from the obama administration they got caught! a repeat later in evening. really something.
"
5630,2020-05-17,<realDonaldTrump>," the most incompetent and corrupt administration in u.s. history!
"
5631,2020-05-17,<realDonaldTrump>," the number of coronavirus cases is strongly trending downward throughout the united states, with few exceptions. very good news, indeed!
"
5632,2020-05-17,<realDonaldTrump>," fake journalism. so bad for our country!
"
5633,2020-05-17,<realDonaldTrump>," the obama administration is turning out to be one of the most corrupt and incompetent in u.s. history. remember, he and sleepy joe are the reasons i am in the white house!!!
"
5634,2020-05-17,<realDonaldTrump>, thank you very much to our beautiful “boaters.” i will never let you down! #maga  
5635,2020-05-17,<realDonaldTrump>," doing really well, medically, on solving the coronavirus situation (plague!). it will happen!
"
5636,2020-05-17,<realDonaldTrump>," ....may phyllis rest in peace. warmest condolences to her beloved family!!!
"
5637,2020-05-17,<realDonaldTrump>," phyllis george was a great person and a true pioneer for women in television. the nfl could not have made a better “pick” when they choose phyllis to be the first woman to represent them. also, a wonderful first lady of kentucky as the wife of gov. john y. brown....
"
5638,2020-05-17,<realDonaldTrump>," great rally and fantastic job on  this morning. it is all happening! #maga
"
5639,2020-05-16,<realDonaldTrump>," i will be interviewed by  at 10:00 a.m. on  thank you!
"
5640,2020-05-16,<realDonaldTrump>," .....are therefore given massive advantages over the united states, and everyone else? prior to the plague floating in from china, our economy was blowing everybody away, the best of any country, ever. we will be there again, and soon!
"
5641,2020-05-16,<realDonaldTrump>," why is it that china, for decades, and with a population much bigger than ours, is paying a tiny fraction of $’s to the world health organization, the united nations and, worst of all, the world trade organization, where they are considered a so-called “developing country” and...
"
5642,2020-05-16,<realDonaldTrump>," this is true. i say it all the time. the republicans must play by the same rules, or die! wow mollie, you are good.
"
5643,2020-05-16,<realDonaldTrump>," really sad, but even “sadder”, watch flunky  cry when i whipped his mind &amp; he was forced to apologize to me over apprentice fees. even psycho cold case joe scarborough (bad ratings) beat him up, on air, unmercifully. find tapes &amp; play (5 years back?).
"
5644,2020-05-16,<realDonaldTrump>," america is proud of ron johnson. he never gives up!
"
5645,2020-05-16,<realDonaldTrump>," people can’t get enough of this. great people!
"
